학생ID,이름,학기,국어_중간고사,국어_기말고사,수학_중간고사,수학_기말고사,영어_중간고사,영어_기말고사,과학_중간고사,과학_기말고사
287,김민준,4,62,75,78,80,88,94,62,61
287,김민준,5,86,74,87,83,66,88,90,62
287,김민준,6,99,68,90,68,69,70,74,96
288,조민준,1,66,78,80,83,74,99,99,76
288,조민준,2,75,91,76,67,86,84,91,85
288,조민준,3,60,86,86,63,80,76,82,95
288,조민준,4,85,91,61,96,85,85,68,70
288,조민준,5,91,89,93,96,96,63,100,66
288,조민준,6,85,80,97,94,62,67,63,72
289,윤지우,1,93,77,97,92,89,60,70,64
289,윤지우,2,65,73,77,88,84,93,76,64
289,윤지우,3,83,96,82,74,86,98,71,66
289,윤지우,4,71,63,61,64,66,98,94,93
289,윤지우,5,99,81,72,61,74,72,63,100
289,윤지우,6,83,95,70,93,62,68,89,71
290,김민준,1,67,88,91,71,60,84,74,98
290,김민준,2,84,65,61,73,66,61,79,93
290,김민준,3,78,92,75,65,86,99,84,93
290,김민준,4,84,80,95,76,62,70,71,68
290,김민준,5,67,83,97,65,70,76,67,78
290,김민준,6,87,69,65,83,60,66,68,77
291,임지우,1,88,97,91,97,68,74,99,71
291,임지우,2,61,84,100,93,86,70,80,85
291,임지우,3,99,66,61,86,89,62,99,99
291,임지우,4,73,98,65,69,86,76,67,76
291,임지우,5,63,80,97,100,81,83,84,73
291,임지우,6,90,89,60,98,79,97,92,76
292,조지우,1,87,84,98,82,99,95,81,63
292,조지우,2,62,90,96,70,89,99,81,93
292,조지우,3,70,97,60,60,72,97,90,100
292,조지우,4,61,97,85,61,62,87,74,65
292,조지우,5,61,62,64,96,78,84,71,83
292,조지우,6,92,70,85,82,99,92,83,60
293,윤예준,1,91,79,82,92,90,85,93,97
293,윤예준,2,64,82,62,99,97,77,67,67
293,윤예준,3,78,93,72,62,76,89,82,85
293,윤예준,4,85,92,63,99,67,77,69,100
293,윤예준,5,99,89,100,65,89,93,64,96
293,윤예준,6,98,75,99,91,66,86,85,60
294,최지우,1,63,77,65,73,70,76,91,72
294,최지우,2,81,91,71,88,76,66,76,74
294,최지우,3,66,91,69,61,78,85,71,89
294,최지우,4,74,80,77,85,83,78,95,66
294,최지우,5,67,73,98,61,88,86,94,63
294,최지우,6,73,70,97,99,92,96,71,94
295,강지민,1,81,72,75,63,98,73,88,93
295,강지민,2,98,93,91,63,100,88,100,83
295,강지민,3,77,77,81,85,65,63,75,64
295,강지민,4,98,99,65,97,65,82,88,93
295,강지민,5,88,94,71,60,85,70,64,86
295,강지민,6,100,83,64,82,82,72,61,67
296,조지우,1,75,62,86,75,85,84,99,65
296,조지우,2,95,66,93,75,89,100,95,98
296,조지우,3,62,92,95,73,100,67,100,76
296,조지우,4,69,74,93,87,91,93,99,73
296,조지우,5,85,88,89,84,73,87,69,92
296,조지우,6,86,89,68,70,79,70,74,87
297,최은서,1,69,68,64,76,88,75,78,65
297,최은서,2,72,96,79,71,64,61,86,64
297,최은서,3,96,66,80,85,96,68,81,75
297,최은서,4,63,82,77,100,93,86,92,81
297,최은서,5,73,96,80,78,78,69,88,93
297,최은서,6,88,98,89,97,66,70,89,91
298,장지우,1,92,60,88,100,84,82,92,84
298,장지우,2,80,86,90,79,76,75,60,97
298,장지우,3,60,67,97,73,98,83,96,67
298,장지우,4,60,91,68,87,87,89,63,75
298,장지우,5,74,68,66,68,92,98,93,68
298,장지우,6,64,60,67,65,96,81,70,63
299,윤지우,1,72,69,78,73,61,76,67,71
299,윤지우,2,78,64,94,69,63,86,86,72
299,윤지우,3,61,94,83,93,88,87,74,98
299,윤지우,4,81,78,79,76,66,62,68,73
299,윤지우,5,100,99,83,78,87,94,86,70
299,윤지우,6,98,95,72,80,62,86,70,96
300,조서준,1,100,67,81,86,95,69,71,79
300,조서준,2,61,68,87,80,77,90,96,65
300,조서준,3,65,99,86,92,63,71,92,78
300,조서준,4,83,81,70,82,92,74,84,63
300,조서준,5,74,62,74,70,60,79,62,72
300,조서준,6,81,100,89,84,65,73,80,98
301,윤서연,1,69,100,75,95,73,98,82,97
301,윤서연,2,63,70,70,74,79,84,73,72
301,윤서연,3,66,86,79,60,83,63,99,97
301,윤서연,4,72,66,98,68,81,62,91,90
301,윤서연,5,77,73,66,89,91,66,82,91
301,윤서연,6,64,75,74,100,77,81,84,82
302,조하은,1,62,77,95,89,90,62,90,83
302,조하은,2,73,64,89,74,86,77,98,93
302,조하은,3,94,70,73,87,64,62,72,60
302,조하은,4,66,63,79,70,89,73,65,91
302,조하은,5,60,86,90,90,89,93,87,80
302,조하은,6,60,74,98,66,63,99,81,79
303,김수아,1,90,76,63,100,95,94,75,64
303,김수아,2,75,100,81,66,92,78,64,88
303,김수아,3,98,95,87,94,73,81,82,65
303,김수아,4,99,93,60,77,73,64,74,82
303,김수아,5,98,68,86,93,69,75,88,79
303,김수아,6,88,91,70,91,60,99,71,74
304,강하은,1,100,68,92,63,83,65,78,76
304,강하은,2,64,93,88,94,78,70,79,63
304,강하은,3,73,79,83,100,71,62,87,92
304,강하은,4,60,97,66,85,91,94,90,97
304,강하은,5,70,68,84,75,62,68,90,80
304,강하은,6,97,77,99,74,95,70,94,93
305,이지민,1,89,67,82,64,80,78,85,81
305,이지민,2,68,88,60,88,97,98,97,62
305,이지민,3,92,94,91,75,93,83,91,88
305,이지민,4,61,62,62,85,83,72,87,68
305,이지민,5,74,93,76,90,72,64,93,76
305,이지민,6,87,92,64,82,95,93,79,71
306,장지민,1,96,68,74,99,96,69,61,84
306,장지민,2,85,90,90,92,91,60,100,89
306,장지민,3,83,77,91,76,67,62,96,79
306,장지민,4,85,82,69,66,78,73,72,74
306,장지민,5,70,95,65,89,97,97,93,89
306,장지민,6,72,87,93,98,77,88,61,98
307,정지민,1,73,69,85,75,76,100,83,98
307,정지민,2,64,71,96,95,61,61,78,81
307,정지민,3,77,87,77,94,63,84,76,86
307,정지민,4,94,60,75,60,91,97,95,93
307,정지민,5,98,89,63,88,74,67,65,82
307,정지민,6,100,71,99,71,79,62,94,94
308,윤은서,1,92,73,98,98,97,97,97,79
308,윤은서,2,62,91,86,78,80,74,93,63
308,윤은서,3,74,92,74,80,88,83,92,90
308,윤은서,4,80,94,62,61,70,97,99,89
308,윤은서,5,85,84,92,62,81,85,94,63
308,윤은서,6,73,77,86,94,81,62,63,83
309,조수아,1,91,69,79,65,78,96,84,68
309,조수아,2,60,78,91,62,89,75,91,91
309,조수아,3,87,89,86,87,75,88,62,62
309,조수아,4,87,80,80,87,86,95,99,76
309,조수아,5,99,94,76,94,61,97,74,78
309,조수아,6,92,94,95,76,88,83,64,68
310,박은서,1,88,93,94,95,81,94,94,80
310,박은서,2,72,91,78,62,83,99,86,100
310,박은서,3,75,84,60,91,72,68,89,78
310,박은서,4,82,77,72,89,71,97,64,69
310,박은서,5,64,63,61,70,85,86,81,95
310,박은서,6,74,71,92,87,68,68,78,80
311,강수아,1,97,70,95,92,93,65,85,100
311,강수아,2,76,65,77,74,72,99,61,83
311,강수아,3,99,81,74,65,88,83,84,87
311,강수아,4,82,76,93,85,65,89,97,63
311,강수아,5,61,64,94,68,69,68,81,91
311,강수아,6,83,94,94,64,68,75,72,64
312,조도윤,1,66,67,96,82,85,81,81,82
312,조도윤,2,67,71,67,99,84,97,98,96
312,조도윤,3,80,99,73,100,76,80,92,100
312,조도윤,4,84,97,100,61,60,83,73,64
312,조도윤,5,80,66,76,99,98,81,86,69
312,조도윤,6,96,91,91,71,86,80,86,60
313,강예준,1,66,81,98,65,97,90,63,60
313,강예준,2,80,90,75,92,90,69,80,70
313,강예준,3,97,98,71,60,96,90,80,100
313,강예준,4,62,97,60,63,69,94,87,98
313,강예준,5,72,91,93,97,71,80,60,67
313,강예준,6,89,65,73,62,99,72,70,60
314,윤예준,1,71,64,77,96,97,64,60,70
314,윤예준,2,75,84,65,82,89,64,75,79
314,윤예준,3,99,90,81,82,69,94,68,84
314,윤예준,4,95,66,67,60,81,83,73,78
314,윤예준,5,92,88,80,68,84,85,85,95
314,윤예준,6,61,63,80,96,60,84,84,62
315,최지우,1,84,76,66,62,98,60,83,69
315,최지우,2,100,65,67,92,74,96,70,72
315,최지우,3,82,97,86,64,77,74,91,98
315,최지우,4,88,84,86,89,73,85,77,96
315,최지우,5,97,87,65,87,86,96,79,99
315,최지우,6,95,76,71,94,70,64,69,87
316,장서준,1,71,70,62,99,93,80,92,78
316,장서준,2,64,62,61,87,93,84,100,65
316,장서준,3,72,61,78,90,99,87,64,90
316,장서준,4,73,87,60,80,92,65,84,91
316,장서준,5,71,99,62,68,71,61,77,77
316,장서준,6,80,72,87,60,68,94,84,84
317,장서준,1,77,76,87,96,91,96,61,79
317,장서준,2,85,94,95,68,92,69,86,81
317,장서준,3,67,83,67,99,66,75,63,77
317,장서준,4,96,100,68,71,78,81,87,82
317,장서준,5,66,72,62,93,86,74,78,94
317,장서준,6,99,64,60,93,86,62,76,71
318,윤도윤,1,70,82,76,90,68,69,61,68
318,윤도윤,2,73,65,82,90,75,96,88,63
318,윤도윤,3,61,93,99,92,73,86,80,72
318,윤도윤,4,77,97,69,90,95,86,96,78
318,윤도윤,5,64,70,94,93,66,70,73,100
318,윤도윤,6,85,64,62,62,97,83,72,87
319,박민준,1,71,88,89,92,76,67,80,88
319,박민준,2,99,66,79,71,66,75,69,81
319,박민준,3,96,88,100,72,82,65,60,70
319,박민준,4,73,79,76,73,90,70,99,87
319,박민준,5,61,89,95,96,85,78,91,74
319,박민준,6,75,97,68,93,70,76,64,95
320,최예준,1,98,89,76,95,78,67,92,99
320,최예준,2,78,94,80,99,80,86,71,85
320,최예준,3,80,82,80,77,84,61,61,82
320,최예준,4,68,74,88,70,64,92,85,89
320,최예준,5,88,78,73,67,87,90,67,88
320,최예준,6,96,79,93,80,92,84,64,94
321,조서준,1,85,67,72,67,73,88,63,97
321,조서준,2,61,75,99,79,84,79,64,79
321,조서준,3,89,81,61,88,98,74,76,93
321,조서준,4,61,60,99,60,86,69,88,92
321,조서준,5,90,79,92,83,84,94,71,86
321,조서준,6,95,74,86,84,75,77,97,69
322,장예준,1,86,70,85,76,97,84,100,99
322,장예준,2,65,98,90,78,60,84,85,98
322,장예준,3,81,62,91,62,100,97,74,66
322,장예준,4,74,85,68,71,86,67,90,70
322,장예준,5,69,66,98,75,61,90,64,62
322,장예준,6,96,81,94,69,92,71,62,77
323,강도윤,1,86,64,87,86,63,90,88,93
323,강도윤,2,74,63,80,65,81,67,73,72
323,강도윤,3,88,66,68,91,70,94,63,68
323,강도윤,4,77,77,94,89,72,94,73,65
323,강도윤,5,97,95,69,98,88,63,82,83
323,강도윤,6,60,95,73,85,99,71,71,77
324,장예준,1,72,78,80,97,77,96,60,87
324,장예준,2,94,65,73,86,85,77,76,60
324,장예준,3,92,78,97,60,97,89,61,89
324,장예준,4,63,88,76,76,99,83,97,65
324,장예준,5,67,62,95,71,62,61,60,89
324,장예준,6,93,76,91,88,92,91,62,72
325,조수아,1,94,96,71,69,79,63,80,98
325,조수아,2,69,77,98,98,80,79,65,85
325,조수아,3,93,64,79,64,99,65,97,64
325,조수아,4,94,68,63,68,83,92,95,60
325,조수아,5,67,93,90,89,83,91,87,84
325,조수아,6,89,72,95,94,83,67,63,88
326,임은서,1,74,87,72,72,63,82,83,75
326,임은서,2,87,93,83,78,61,60,73,72
326,임은서,3,84,63,80,79,90,96,95,78
326,임은서,4,78,82,85,84,66,76,85,98
326,임은서,5,97,88,76,62,97,77,64,88
326,임은서,6,87,92,94,69,97,94,90,92
327,장하은,1,81,95,64,76,67,83,74,96
327,장하은,2,96,80,81,64,73,62,68,79
327,장하은,3,61,64,100,98,71,76,83,84
327,장하은,4,97,86,69,86,88,80,79,96
327,장하은,5,85,79,67,70,70,81,72,92
327,장하은,6,70,69,82,67,61,74,79,81
328,이민준,1,75,86,61,89,72,61,70,70
328,이민준,2,78,69,75,71,96,84,99,91
328,이민준,3,99,99,60,63,92,100,80,94
328,이민준,4,77,97,67,63,71,98,97,97
328,이민준,5,66,72,95,82,93,94,100,65
328,이민준,6,73,74,96,81,92,83,100,89
329,이은서,1,71,99,68,62,68,80,91,78
329,이은서,2,75,65,84,62,91,67,97,84
329,이은서,3,89,84,70,88,63,88,83,70
329,이은서,4,80,80,73,85,80,82,78,65
329,이은서,5,94,93,76,93,77,74,77,89
329,이은서,6,81,60,63,83,82,94,86,65
330,장하은,1,80,64,60,75,74,76,66,94
330,장하은,2,88,68,65,70,82,66,79,82
330,장하은,3,100,65,72,96,75,68,71,86
330,장하은,4,73,80,100,98,82,65,97,79
330,장하은,5,91,87,94,67,84,73,81,96
330,장하은,6,66,68,77,85,71,66,61,72
331,윤예준,1,76,77,82,74,99,68,71,88
331,윤예준,2,83,76,74,85,95,61,100,83
331,윤예준,3,68,83,64,97,65,61,87,79
331,윤예준,4,82,60,97,98,95,68,88,100
331,윤예준,5,93,65,96,63,91,62,83,76
331,윤예준,6,95,92,84,80,96,66,70,90
332,장지우,1,86,91,77,89,87,64,67,79
332,장지우,2,69,80,97,67,65,64,84,86
332,장지우,3,90,65,84,98,64,79,98,68
332,장지우,4,97,74,61,91,95,61,70,80
332,장지우,5,82,64,74,73,82,62,90,74
332,장지우,6,70,67,67,85,90,66,70,87
333,강하은,1,92,74,100,97,100,97,86,95
333,강하은,2,83,68,63,66,60,95,61,64
333,강하은,3,98,70,76,61,75,64,71,77
333,강하은,4,62,84,64,73,79,89,85,63
333,강하은,5,95,86,70,73,76,80,62,76
333,강하은,6,88,77,61,62,88,72,70,83
334,강민준,1,65,89,80,68,78,77,69,77
334,강민준,2,74,71,71,83,70,68,70,61
334,강민준,3,88,86,89,92,70,91,67,67
334,강민준,4,64,74,82,83,66,69,85,100
334,강민준,5,65,73,83,69,61,99,84,60
334,강민준,6,98,70,99,72,67,78,90,100
335,김은서,1,69,71,74,96,84,81,84,79
335,김은서,2,99,83,98,95,72,77,93,66
335,김은서,3,81,65,66,83,89,64,79,90
335,김은서,4,81,98,75,78,85,87,77,67
335,김은서,5,86,93,83,64,91,89,73,100
335,김은서,6,75,81,99,94,89,87,71,67
336,강서연,1,87,80,94,83,84,70,95,81
336,강서연,2,94,89,87,78,78,75,83,60
336,강서연,3,98,86,88,77,92,82,61,93
336,강서연,4,85,65,69,89,71,68,95,77
336,강서연,5,89,75,65,68,93,100,61,81
336,강서연,6,76,80,73,83,78,70,61,75
337,강예준,1,63,84,68,78,93,83,64,61
337,강예준,2,88,66,85,95,72,64,61,75
337,강예준,3,63,77,63,64,71,87,60,67
337,강예준,4,84,69,93,61,80,85,98,100
337,강예준,5,86,94,60,61,90,64,83,97
337,강예준,6,88,88,73,63,99,78,96,65
338,박도윤,1,76,97,82,60,94,79,94,89
338,박도윤,2,89,73,74,86,92,97,79,67
338,박도윤,3,97,73,94,63,63,82,74,93
338,박도윤,4,61,62,62,76,83,63,68,72
338,박도윤,5,78,72,100,93,87,84,89,70
338,박도윤,6,88,88,69,79,91,97,76,80
339,조예준,1,83,77,65,100,80,69,91,98
339,조예준,2,72,96,88,82,100,69,99,69
339,조예준,3,61,77,99,63,69,77,65,87
339,조예준,4,88,88,98,69,77,62,94,68
339,조예준,5,78,74,96,86,68,76,75,88
339,조예준,6,64,92,78,73,84,68,95,79
340,장민준,1,65,94,94,86,74,68,94,68
340,장민준,2,86,93,70,82,94,96,71,93
340,장민준,3,74,95,87,63,64,82,72,88
340,장민준,4,82,68,61,96,68,85,82,87
340,장민준,5,89,90,93,76,92,71,88,76
340,장민준,6,86,62,73,64,60,66,92,70
341,강서연,1,85,78,82,86,88,84,61,60
341,강서연,2,82,84,74,88,74,97,91,84
341,강서연,3,74,89,75,68,97,88,82,83
341,강서연,4,73,78,94,85,69,92,100,92
341,강서연,5,94,86,70,83,89,74,65,92
341,강서연,6,62,70,60,86,71,92,96,92
342,장예준,1,71,83,62,73,91,78,70,72
342,장예준,2,86,87,100,99,64,74,86,73
342,장예준,3,68,81,67,75,82,100,76,79
342,장예준,4,82,68,87,98,88,93,81,91
342,장예준,5,92,84,94,69,66,99,85,62
342,장예준,6,81,62,61,61,94,83,74,77
343,임민준,1,78,69,91,98,75,96,83,62
343,임민준,2,78,72,99,90,80,97,62,78
343,임민준,3,68,89,67,76,76,98,73,88
343,임민준,4,96,96,93,73,60,68,61,96
343,임민준,5,79,81,72,89,91,97,74,62
343,임민준,6,64,92,85,97,82,90,93,94
344,강예준,1,73,87,70,90,76,72,80,82
344,강예준,2,94,74,79,66,74,75,98,82
344,강예준,3,66,61,63,72,79,98,79,84
344,강예준,4,90,85,84,87,63,85,99,92
344,강예준,5,60,63,70,89,94,72,81,66
344,강예준,6,96,99,83,87,83,100,97,80
345,장은서,1,74,76,82,72,87,78,87,77
345,장은서,2,79,62,84,81,100,83,100,63
345,장은서,3,86,72,97,83,76,93,92,62
345,장은서,4,83,94,76,64,82,83,95,77
345,장은서,5,97,70,65,63,60,98,91,97
345,장은서,6,95,77,60,91,80,97,94,81
346,조민준,1,62,68,97,88,83,81,98,87
346,조민준,2,93,79,86,72,88,97,84,76
346,조민준,3,100,66,76,97,79,100,86,64
346,조민준,4,80,87,95,72,87,100,87,63
346,조민준,5,81,98,62,95,75,83,87,91
346,조민준,6,74,99,97,63,71,84,77,77
347,윤지민,1,60,67,73,88,65,88,81,98
347,윤지민,2,89,95,62,77,70,98,75,100
347,윤지민,3,95,63,92,86,89,65,61,83
347,윤지민,4,81,98,74,89,93,66,79,86
347,윤지민,5,69,73,94,67,71,72,100,85
347,윤지민,6,80,91,62,75,76,81,84,69
348,임지민,1,61,87,83,64,84,88,71,77
348,임지민,2,66,96,91,70,84,63,75,84
348,임지민,3,84,94,62,88,78,88,99,62
348,임지민,4,75,81,69,73,63,68,97,79
348,임지민,5,79,71,62,62,88,88,91,98
348,임지민,6,79,83,60,74,78,91,64,90
349,최하은,1,94,87,60,62,84,63,65,77
349,최하은,2,79,87,98,89,64,76,67,98
349,최하은,3,83,73,77,92,73,74,75,67
349,최하은,4,88,85,85,95,90,70,90,72
349,최하은,5,91,91,65,66,67,89,63,98
349,최하은,6,83,68,70,73,73,78,79,91
350,임수아,1,91,85,80,85,89,88,81,87
350,임수아,2,73,69,68,82,65,80,90,60
350,임수아,3,93,72,71,67,97,77,88,98
350,임수아,4,79,74,97,62,75,61,94,74
350,임수아,5,83,82,75,95,63,86,74,95
350,임수아,6,67,97,88,93,60,73,62,98
351,조서준,1,74,87,81,96,85,100,73,90
351,조서준,2,61,79,69,69,92,90,88,73
351,조서준,3,66,77,65,83,74,76,73,91
351,조서준,4,74,83,74,75,88,60,95,63
351,조서준,5,74,61,73,65,77,66,67,88
351,조서준,6,64,80,60,92,60,74,87,69
352,윤서연,1,67,79,72,74,78,88,70,82
352,윤서연,2,79,60,73,63,78,68,82,89
352,윤서연,3,72,86,93,60,66,83,97,87
352,윤서연,4,73,72,68,78,85,97,71,83
352,윤서연,5,84,89,92,97,95,66,80,71
352,윤서연,6,81,99,72,85,62,60,60,82
353,김도윤,1,100,79,64,97,70,82,70,64
353,김도윤,2,91,83,87,92,97,100,71,83
353,김도윤,3,63,70,91,61,63,86,84,76
353,김도윤,4,63,100,82,87,97,84,94,72
353,김도윤,5,75,68,74,74,76,86,68,80
353,김도윤,6,95,91,84,61,85,75,73,97
354,김하은,1,78,72,65,78,96,100,99,78
354,김하은,2,78,67,61,89,63,97,68,70
354,김하은,3,77,69,100,93,68,90,91,92
354,김하은,4,69,85,95,79,65,67,66,79
354,김하은,5,66,83,78,60,70,74,79,73
354,김하은,6,83,80,99,76,74,70,86,78
355,최은서,1,94,78,60,64,66,87,97,64
355,최은서,2,82,76,90,64,92,83,99,81
355,최은서,3,63,94,85,82,84,98,70,77
355,최은서,4,86,76,96,70,69,82,67,60
355,최은서,5,81,66,98,80,100,91,70,78
355,최은서,6,93,67,94,62,65,88,96,96
356,최은서,1,81,100,71,72,90,89,90,98
356,최은서,2,72,60,68,70,75,77,75,72
356,최은서,3,86,64,89,65,84,70,96,61
356,최은서,4,87,72,64,96,83,61,84,83
356,최은서,5,85,64,96,61,90,71,83,79
356,최은서,6,78,87,79,73,97,98,61,75
357,정민준,1,85,78,64,68,65,99,67,79
357,정민준,2,84,91,67,92,81,98,100,64
357,정민준,3,78,77,77,88,89,85,79,62
357,정민준,4,62,65,89,73,60,88,61,76
357,정민준,5,72,73,70,99,69,87,83,80
357,정민준,6,83,89,97,63,96,80,92,98
358,조예준,1,96,95,87,62,90,78,89,80
358,조예준,2,73,65,72,90,69,92,67,94
358,조예준,3,93,61,89,93,86,81,74,76
358,조예준,4,82,95,83,76,75,83,75,96
358,조예준,5,81,84,76,84,77,64,73,95
358,조예준,6,82,71,96,86,78,87,64,99
359,최예준,1,91,84,64,79,89,69,66,73
359,최예준,2,100,99,63,75,95,78,87,68
359,최예준,3,92,82,75,98,84,87,95,88
359,최예준,4,71,68,72,99,61,89,98,78
359,최예준,5,100,82,74,87,99,95,89,71
359,최예준,6,73,65,68,86,96,62,96,70
360,윤서연,1,93,80,93,87,75,96,82,61
360,윤서연,2,74,80,100,81,66,68,99,100
360,윤서연,3,73,60,69,69,98,81,73,84
360,윤서연,4,100,75,74,88,85,76,71,79
360,윤서연,5,81,78,84,95,74,61,90,73
360,윤서연,6,70,72,78,70,71,96,64,67
361,최지민,1,97,71,87,97,73,81,76,98
361,최지민,2,81,65,60,98,80,65,84,68
361,최지민,3,76,89,100,73,69,83,70,95
361,최지민,4,92,71,72,63,88,62,78,65
361,최지민,5,81,94,92,92,96,65,85,75
361,최지민,6,90,87,82,93,94,93,81,98
362,최도윤,1,68,74,84,88,84,97,79,95
362,최도윤,2,91,75,64,86,79,64,89,77
362,최도윤,3,66,66,74,61,83,85,96,86
362,최도윤,4,100,62,62,64,60,85,63,75
362,최도윤,5,96,75,92,63,76,78,67,99
362,최도윤,6,83,95,63,67,79,61,77,68
363,장수아,1,95,88,85,67,60,74,71,84
363,장수아,2,98,74,98,82,61,97,80,88
363,장수아,3,100,69,99,84,66,79,93,84
363,장수아,4,85,69,83,95,71,66,65,84
363,장수아,5,84,63,79,87,98,79,81,93
363,장수아,6,94,72,94,77,93,84,85,94
364,장지우,1,95,61,71,89,75,74,60,71
364,장지우,2,60,75,60,69,73,96,82,73
364,장지우,3,87,78,96,87,67,93,91,95
364,장지우,4,77,81,90,69,82,85,100,75
364,장지우,5,84,87,73,93,100,67,96,86
364,장지우,6,71,65,66,60,61,60,98,76
365,박서연,1,76,86,63,68,84,94,85,89
365,박서연,2,68,95,66,80,88,81,93,70
365,박서연,3,87,84,81,98,84,100,62,65
365,박서연,4,64,92,95,72,99,73,94,69
365,박서연,5,86,85,74,89,90,99,68,90
365,박서연,6,65,68,81,96,72,60,73,71
366,임도윤,1,85,63,64,71,86,64,66,75
366,임도윤,2,76,68,71,82,86,99,77,64
366,임도윤,3,68,76,71,74,66,77,79,69
366,임도윤,4,80,64,99,81,61,77,78,65
366,임도윤,5,89,81,97,84,73,78,96,81
366,임도윤,6,88,78,90,73,69,71,77,76
367,정도윤,1,100,84,77,85,65,85,79,84
367,정도윤,2,77,91,94,94,91,74,66,73
367,정도윤,3,74,91,97,78,79,85,93,67
367,정도윤,4,82,71,94,95,76,68,100,64
367,정도윤,5,77,71,70,71,90,95,69,72
367,정도윤,6,84,86,92,60,65,72,92,87
368,이서준,1,62,75,75,67,67,81,62,65
368,이서준,2,77,65,66,75,91,95,64,67
368,이서준,3,63,82,89,92,60,61,61,76
368,이서준,4,71,72,64,62,79,71,69,71
368,이서준,5,100,72,64,60,79,83,82,100
368,이서준,6,98,74,77,76,66,74,84,73
369,강서연,1,87,75,71,84,89,83,80,80
369,강서연,2,89,80,70,60,70,76,65,80
369,강서연,3,64,61,64,84,98,95,64,89
369,강서연,4,60,79,74,99,66,80,80,92
369,강서연,5,85,62,88,93,83,81,84,86
369,강서연,6,90,84,81,89,64,70,90,67
370,장서연,1,82,88,94,88,80,93,96,81
370,장서연,2,87,68,65,66,73,63,70,94
370,장서연,3,73,77,70,78,92,90,89,62
370,장서연,4,82,97,93,69,63,75,81,98
370,장서연,5,94,92,82,74,91,94,94,78
370,장서연,6,61,93,64,93,78,96,86,62
371,정지민,1,76,84,71,64,91,60,64,79
371,정지민,2,81,100,94,95,93,78,62,74
371,정지민,3,70,78,73,74,88,65,80,68
371,정지민,4,67,99,91,84,93,94,69,82
371,정지민,5,76,85,72,69,98,68,93,68
371,정지민,6,62,87,65,63,71,72,86,93
372,이지우,1,74,92,79,87,60,69,66,96
372,이지우,2,70,70,60,83,84,91,71,83
372,이지우,3,78,94,68,94,89,70,96,65
372,이지우,4,90,99,65,88,87,90,65,81
372,이지우,5,72,62,79,90,72,81,88,72
372,이지우,6,64,86,100,75,96,64,85,67
373,박예준,1,65,82,66,65,65,84,83,75
373,박예준,2,74,84,90,98,65,75,79,91
373,박예준,3,81,86,63,79,81,72,62,83
373,박예준,4,74,86,78,75,80,63,68,80
373,박예준,5,72,70,78,70,75,68,61,89
373,박예준,6,86,79,78,74,61,64,96,70
374,정예준,1,62,93,88,61,98,62,72,94
374,정예준,2,63,99,77,69,99,73,77,95
374,정예준,3,81,64,68,61,79,64,78,64
374,정예준,4,83,81,100,97,60,78,95,61
374,정예준,5,83,65,89,71,65,69,69,83
374,정예준,6,66,65,96,94,78,77,100,72
375,강서준,1,97,100,85,74,99,68,88,63
375,강서준,2,95,86,68,76,83,94,71,95
375,강서준,3,96,85,77,97,84,88,98,71
375,강서준,4,77,73,82,62,92,74,85,76
375,강서준,5,75,100,76,73,90,75,91,77
375,강서준,6,95,76,60,71,89,71,70,61
376,장서연,1,97,71,80,86,97,68,81,84
376,장서연,2,97,96,94,99,65,77,99,93
376,장서연,3,78,83,78,73,80,63,63,60
376,장서연,4,93,95,76,66,81,85,66,76
376,장서연,5,80,95,70,75,66,89,94,80
376,장서연,6,64,68,96,99,92,72,64,78
377,이민준,1,89,72,84,81,77,84,76,96
377,이민준,2,84,63,94,89,97,84,99,83
377,이민준,3,86,72,98,83,93,85,82,73
377,이민준,4,68,88,98,85,81,77,70,73
377,이민준,5,70,74,99,75,98,63,94,85
377,이민준,6,68,97,81,93,63,73,65,60
378,김수아,1,87,90,70,65,65,90,89,87
378,김수아,2,88,90,87,82,66,87,83,84
378,김수아,3,70,77,78,68,73,88,99,65
378,김수아,4,67,66,99,75,88,98,97,71
378,김수아,5,74,89,91,67,94,97,70,92
378,김수아,6,70,97,81,78,75,62,88,86
379,정하은,1,79,66,60,94,75,84,77,100
379,정하은,2,61,64,73,97,97,69,65,85
379,정하은,3,83,85,74,63,87,94,80,71
379,정하은,4,82,90,96,84,64,90,96,93
379,정하은,5,91,78,76,85,100,74,91,62
379,정하은,6,61,72,93,63,86,87,65,74
380,이지민,1,62,88,72,90,74,71,61,89
380,이지민,2,62,98,66,80,82,100,87,83
380,이지민,3,85,84,95,81,85,92,99,92
380,이지민,4,98,72,97,60,86,67,90,86
380,이지민,5,68,86,88,71,98,84,77,71
380,이지민,6,94,67,93,69,63,93,76,85
381,최도윤,1,90,60,72,68,67,84,84,65
381,최도윤,2,87,92,74,63,78,98,82,77
381,최도윤,3,97,68,67,75,88,77,62,92
381,최도윤,4,79,89,61,83,75,87,71,83
381,최도윤,5,77,74,74,77,85,92,67,91
381,최도윤,6,99,73,73,66,63,74,62,98
382,윤하은,1,72,67,72,62,72,75,85,87
382,윤하은,2,99,64,85,60,76,86,75,98
382,윤하은,3,74,74,88,80,95,78,93,78
382,윤하은,4,100,73,86,78,62,64,69,90
382,윤하은,5,65,68,68,66,60,84,84,87
382,윤하은,6,99,67,80,86,73,98,89,76
383,최도윤,1,66,89,83,74,84,75,91,77
